file,purl,error
USEPA@R8WD_sbom.json,,no components
USEPA@R9-EFOM_sbom.json,,no components
USEPA@R9-GRP_sbom.json,,no components
USEPA@R9-NAUM-Public_sbom.json,,no components
USEPA@R9-START_sbom.json,,no components
USEPA@RBEROST_sbom.json,,no components
USEPA@RCRAStarterK_sbom.json,,no components
USEPA@RCRA_sbom.json,,no components
USEPA@R_Shiny_Workshop_2023_sbom.json,,no components
USEPA@Radiological-Recovery-Logistics-Tool_sbom.json,,no components
USEPA@Rapid-Benefit-Indicators-Tools_sbom.json,,no components
USEPA@Recreation_Benefits_sbom.json,,no components
USEPA@S2S-Tool_sbom.json,,no components
USEPA@SDAM-web-app_sbom.json,,no components
USEPA@SDWIS_Modernization_sbom.json,,no components
USEPA@SENTINEL_sbom.json,,no components
USEPA@SHC-Tools-Inventory_sbom.json,,no components
USEPA@SWMM-GUI_sbom.json,,no components
USEPA@SearchEFbyCity-widget-js_sbom.json,,no components
USEPA@SearchEFbyCounty-widget-js_sbom.json,,no components
USEPA@SearchEFbyState-widget-js_sbom.json,,no components
USEPA@SearchEFbyTribe-widget-js_sbom.json,,no components
USEPA@SearchEFbyZIP-widget-js_sbom.json,,no components
USEPA@StreamCa_sbom.json,,no components
USEPA@Superfund-GIS-StarterK_sbom.json,,no components
USEPA@TELSS_sbom.json,,no components
USEPA@TEVA-SPOT-GUI_sbom.json,,no components
USEPA@TRACT_sbom.json,,no components
USEPA@USEEIO_sbom.json,,no components
USEPA@Underground_Storage_Tank_Data_Schema_sbom.json,,no components
USEPA@VCPy_sbom.json,,no components
USEPA@Waste_Logistics_Tool_sbom.json,,no components
USEPA@Waste_Staging_Tool_sbom.json,,no components
USEPA@Water-Quality-Data-Analysis-Tool_sbom.json,,no components
USEPA@Water-Quality-Data-Discovery-Tool_sbom.json,,no components
USEPA@Water_Treatment_Models_sbom.json,,no components
USEPA@WetQual-GUI_sbom.json,,no components
USEPA@WetlandConnectivity_sbom.json,,no components
USEPA@XCode-RadNet-Sample-Envirofacts-API_sbom.json,,no components
USEPA@acesd_intro_r_sbom.json,,no components
USEPA@actonEC_sbom.json,,no components
USEPA@adep_sbom.json,,no components
USEPA@aed_r_sbom.json,,no components
USEPA@arcgis-indoors_sbom.json,,no components
USEPA@auto_redirect_example_sbom.json,,no components
USEPA@biggish_data_r_sbom.json,,no components
USEPA@bmds-online_sbom.json,,no components
USEPA@bmds-python_sbom.json,,no components
USEPA@built_food_environmen_sbom.json,,no components
USEPA@cTSI_sbom.json,,no components
USEPA@camd-eia-crosswalk_sbom.json,,no components
USEPA@campd-viz-gallery-facility-map_sbom.json,,no components
USEPA@ccdR_sbom.json,,no components
USEPA@climateBenefits_sbom.json,,no components
USEPA@compeco_sbom.json,,no components
USEPA@comptox-expocast-invitrodis_sbom.json,,no components
USEPA@comptox-toxcast-invitrodb_sbom.json,,no components
USEPA@decomp-eGRID-methodology_sbom.json,,no components
USEPA@dev_1_fish_advisories_sbom.json,,no components
USEPA@dev_2_farm_workers_sbom.json,,no components
USEPA@dev_5_watershed_directory_sbom.json,,no components
USEPA@dmap-ContDataQCSumViz_sbom.json,,no components
USEPA@dmap-RShade_sbom.json,,no components
USEPA@dmap-unified-search_sbom.json,,no components
USEPA@dmapSMP_sbom.json,,no components
USEPA@edsp-ar-subset-model-analysis_sbom.json,,no components
USEPA@edsp-full-text-llm_sbom.json,,no components
USEPA@egrid-explorer_sbom.json,,no components
USEPA@eis-bridge-tool_sbom.json,,no components
USEPA@elpaso-widget-js_sbom.json,,no components
USEPA@epa_r_workshop_2019_sbom.json,,no components
USEPA@epa_rmd_templates_sbom.json,,no components
USEPA@epafiles_sbom.json,,no components
USEPA@epanet-engine_sbom.json,,no components
USEPA@epanet-manual_sbom.json,,no components
USEPA@ertw_sbom.json,,no components
USEPA@facilitymatcher_sbom.json,,no components
USEPA@fallsLakeCH4_sbom.json,,no components
USEPA@fluoroproj_sbom.json,,no components
USEPA@freeware_auto_scrip_sbom.json,,no components
USEPA@ghe-announcemen_sbom.json,,no components
USEPA@ghs_data_python_sbom.json,,no components
USEPA@goatscape_sbom.json,,no components
USEPA@hivescience_sbom.json,,no components
USEPA@hkm2014ESA_sbom.json,,no components
USEPA@honeybee_sbom.json,,no components
USEPA@httrpl_pilo_sbom.json,,no components
USEPA@lake-conductivity-spin.manuscrip_sbom.json,,no components
USEPA@lake_photic_zone_sbom.json,,no components
USEPA@lakemorpho_manuscrip_sbom.json,,no components
USEPA@lcia-eutrophication_sbom.json,,no components
USEPA@lcmsfishdata_sbom.json,,no components
USEPA@lims_sbom.json,,no components
USEPA@litconnector_sbom.json,,no components
USEPA@materialflowlis_sbom.json,,no components
USEPA@mdbvue_sbom.json,,no components
USEPA@mhglmm.laplace_sbom.json,,no components
USEPA@modelling_hab_indices_sbom.json,,no components
USEPA@momar_sbom.json,,no components
USEPA@monitoring-insights_sbom.json,,no components
USEPA@msx_tools_sbom.json,,no components
USEPA@mulitResSurvey_sbom.json,,no components
USEPA@nanoQSAR_sbom.json,,no components
USEPA@national-surface-water-quality-survey_sbom.json,,no components
USEPA@nsink_manuscrip_sbom.json,,no components
USEPA@open-source-projects_sbom.json,,no components
USEPA@opp-efed-dw_sbom.json,,no components
USEPA@opp-efed-eco_sbom.json,,no components
USEPA@opp-efed-fate_sbom.json,,no components
USEPA@opp-efed-gistools_sbom.json,,no components
USEPA@opp-efed-hydro_sbom.json,,no components
USEPA@opp-efed-sam_sbom.json,,no components
USEPA@opp-efed-scenarios_sbom.json,,no components
USEPA@opp-efed-tools_sbom.json,,no components
USEPA@opp-efed-weather_sbom.json,,no components
USEPA@opp-efed_sbom.json,,no components
USEPA@pattern-scaled-climate-variables_sbom.json,,no components
USEPA@pdf-data-extraction_sbom.json,,no components
USEPA@pea_sbom.json,,no components
USEPA@pentaho-parser_sbom.json,,no components
USEPA@pfas-birthweight-meta-analysis_sbom.json,,no components
USEPA@plumbing-volume-tool_sbom.json,,no components
USEPA@prodgann_sbom.json,,no components
USEPA@projecting-the-suicide-burden-of-climate-change-in-the-united-states_sbom.json,,no components
USEPA@prototyping-django-cloud-gov-instructions_sbom.json,,no components
USEPA@pyle_sbom.json,,no components
USEPA@quickmapr_sbom.json,,no components
USEPA@reproducible_lakes_sbom.json,,no components
USEPA@reservoir-methane-trends-study_sbom.json,,no components
USEPA@reservoirGbm_sbom.json,,no components
USEPA@rethinking_ts_sbom.json,,no components
USEPA@revampd_sbom.json,pkg:github/docker%3A/#github/super-linter:latest,failed to parse purl into a package with error: purl is missing name
USEPA@ri_wq_trends_sbom.json,,no components
USEPA@sc-hfc_sbom.json,,no components
USEPA@scgh_sbom.json,,no components
USEPA@schfc_sbom.json,,no components
USEPA@share-no-cookies_sbom.json,,no components
USEPA@spatialdata.epaR2023_sbom.json,,no components
USEPA@spdata.sfs24_sbom.json,,no components
USEPA@spmodel.manuscrip_sbom.json,,no components
USEPA@spmodel.spatialstat2023_sbom.json,,no components
USEPA@spsurvey.manuscrip_sbom.json,,no components
USEPA@spworkshop.sfs24_sbom.json,,no components
USEPA@steve-pfeiffer-tes_sbom.json,,no components
USEPA@stream-intermittency-visualization-dashboard_sbom.json,,no components
USEPA@supply-chain-factors_sbom.json,,no components
USEPA@swmm-python-index_sbom.json,,no components
USEPA@toxvaldbmain_sbom.json,,no components
USEPA@toxvaldbstage_sbom.json,,no components
USEPA@treecompareR_sbom.json,,no components
USEPA@useeiopy_sbom.json,,no components
USEPA@watershed_integrity_sbom.json,,no components
USEPA@workshops_sbom.json,,no components
USNavalResearchLaboratory@TrackerComponentLibrary_sbom.json,,no components
UTNuclearRoboticsPublic@contact_control_sbom.json,,no components
UTNuclearRoboticsPublic@task_plannin_sbom.json,,no components
VALENCE-software@VALENCE_sbom.json,,no components
VOLTTRON@econ-dispatch_sbom.json,,no components
VOLTTRON@openeis_sbom.json,,no components
VeinsOfTheEarth@pareto_lake_area_sbom.json,,no components
VeinsOfTheEarth@waterbody_classification_ms_sbom.json,,no components
WEC-Sim@WDRT_sbom.json,,no components
WISDEM@AeroelasticSE_sbom.json,,no components
WISDEM@AirfoilPreppy_sbom.json,,no components
WISDEM@DriveSE_sbom.json,,no components
WISDEM@FLORISSE_sbom.json,,no components
WISDEM@FloatingSE_sbom.json,,no components
WISDEM@JacketSE_sbom.json,,no components
WISDEM@NREL_CSM_sbom.json,,no components
WISDEM@OffshoreBOS_sbom.json,,no components
WISDEM@Plant_CostsSE_sbom.json,,no components
WISDEM@RotorSE_sbom.json,,no components
WISDEM@TowerSE_sbom.json,,no components
WISDEM@Turbine_CostsSE_sbom.json,,no components
WISDEM@dakota_driver_sbom.json,,no components
WISDEM@pBEAM_sbom.json,,no components
WISDEM@pyDAKOTA_sbom.json,,no components
Watershed-Function-SFA@BASIN-3D_sbom.json,,no components
XiaohuaZhangLLNL@VinaLC_sbom.json,,no components
XiaohuaZhangLLNL@conveyorlc_sbom.json,,no components
Xyce@Xyce_sbom.json,,no components
Yeping-Hu@MeshGraph-RealDynSys_sbom.json,,no components
aaronrphillips@mcqr_sbom.json,,no components
aavilaherrera@flymatin_sbom.json,,no components
abcbitz@First_Collision_Source_Treatmen_sbom.json,,no components
abdennour@eks-trainin_sbom.json,,no components
acep-uaf@ADCP_Upsample_sbom.json,,no components
acep-uaf@MiGRIDS_DOE_MarineMicrogrids_sbom.json,,no components
adisoft17@spallmap_sbom.json,,no components
adisoft17@spallop_sbom.json,,no components
adlnet@RUSSEL_sbom.json,,no components
adlnet@Unity-xAPI-Wrapper_sbom.json,,no components
adlnet@cmi5-Client-Library_sbom.json,,no components
adlnet@flash-finder_sbom.json,,no components
adlnet@imi-cost-calc_sbom.json,,no components
adlnet@lrs-conformance-test-suite_sbom.json,,no components
adlnet@tla-kafka-cluster_sbom.json,,no components
adlnet@xAPI-Android-Roses_sbom.json,,no components
adlnet@xAPI-Profile-Matchin_sbom.json,,no components
adlnet@xAPI-SCORM-Profile_sbom.json,,no components
adlnet@xAPI-Spec_sbom.json,,no components
adlnet@xapi-authored-profiles_sbom.json,,no components
adlnet@xapi-jqm_sbom.json,,no components
adlnet@xapi-statement-viewer_sbom.json,,no components
adlnet@xapi-youtube_sbom.json,,no components
advanced-microcode-patching@shiva_sbom.json,,no components
aevasdekis@photon-sparse_sbom.json,,no components
afurches@Cell_Wall_LOE_sbom.json,,no components
aglavic@quicknxs_sbom.json,,no components
ajonko@RxFire_sbom.json,,no components
alankaplan@CTMLD_sbom.json,,no components
alankaplan@HDTMM_sbom.json,,no components
albertozeni@LOGAN_sbom.json,,no components
aldivi@caland_sbom.json,,no components
allahverdia@GridTrus_sbom.json,,no components
als-computing@bl1032_sbom.json,,no components
als-computing@splash-deploy_sbom.json,,no components
amartinezacosta@Low-cost-Aerosol-Jet-Printer_sbom.json,,no components
amy-tabb@CurveSkel-Tabb-Medeiros_sbom.json,,no components
andrewssobral@poblano_toolbox_sbom.json,,no components
aniketkt@Tomo2Mesh_sbom.json,,no components
aniketkt@TomoTwin_sbom.json,,no components
anthcourtney@ansible-role-cis-amazon-linux_sbom.json,,no components
apphys@hpsim_sbom.json,,no components
arbenson@fast-matmul_sbom.json,,no components
argonne-lcf@HPC-Patterns_sbom.json,,no components
argonne-lcf@autoperf_sbom.json,,no components
argonne-lcf@tacplus-do-auth_sbom.json,,no components
arras-energy@gridlabd-converters_sbom.json,,no components
arshadzahangirchowdhury@ROI-Finder_sbom.json,,no components
astolman@HyperHeadTail_sbom.json,,no components
at-aaims@OpenMxP_sbom.json,,no components
aulama2000@HMFC_sbom.json,,no components
b-coli@ICITools_sbom.json,,no components
bbartoldson@Adversarial-Robustness-Limits_sbom.json,,no components
bdabbs13@lvnm_sbom.json,,no components
bdsullivan@INDDGO_sbom.json,,no components
bensallen@pivauth_sbom.json,,no components
bhatiaharsh@TrajectoryExplorer_sbom.json,,no components
bhatiaharsh@naturalHHD_sbom.json,,no components
biodataganache@SIEVE-Ub_sbom.json,,no components
biorack@blink_sbom.json,,no components
biorack@bmc_bioinf_2016_erbilgin_sbom.json,,no components
biorack@ma_sbom.json,,no components
biorack@omaa_sbom.json,,no components
bloer@bgexplorer-demo_sbom.json,,no components
blondegeek@e3nn_tutorial_sbom.json,,no components
bnl@automating_XPCS_analysis_pub_sbom.json,,no components
bnl@pub-Maffettone_2020_08_sbom.json,,no components
boutproject@BOUT-2.0_sbom.json,,no components
bridgesra@beyond-the-hype-paper-code_sbom.json,,no components
bridgesra@soar_experiment_data_code_sbom.json,,no components
brnorris03@Orio_sbom.json,,json parse error: unexpected end of JSON input
bronevet@old_sigh_sbom.json,,no components
bronevet@sigh_sbom.json,,no components
brownjm1968@Jammy_sbom.json,,no components
brownjm1968@sesh_sbom.json,,no components
bssw-psip@bssw-psip.github.io_sbom.json,,no components
btswan87@isosceles_sbom.json,,no components
burtscher@LICO_sbom.json,,no components
callat-qcd@QED_M_sbom.json,,no components
callat-qcd@lalibe_sbom.json,,no components
callat-qcd@project_0vbb_sbom.json,,no components
candcook@TopN-PFS_sbom.json,,no components
carolzhou@Genome_sbom.json,,no components
carolzhou@PhATE_sbom.json,,no components
carolzhou@Protein_sbom.json,,no components
carolzhou@Virus_sbom.json,,no components
carolzhou@multiPhATE2_sbom.json,,no components
cawkwell@MC3_sbom.json,,no components
ccp137@SUGAR_sbom.json,,no components
cctbx-xfel@MLCell_sbom.json,,no components
cdcai@NRC_sbom.json,,no components
cdcai@R-tensorflow-projects_sbom.json,,no components
cdcai@autism_surveillance_sbom.json,,no components
cdcai@enriched-LSTMs_sbom.json,,no components
cdcai@injury-autocodin_sbom.json,,no components
chaos@dpk_sbom.json,,no components
chaos@dpkg-dotk_sbom.json,,no components
chaos@dpkg-scripts_sbom.json,,no components
chaos@ldiskfs_sbom.json,,no components
chaos@ldiskfsprogs_sbom.json,,no components
chaos@lustre-kdmu_sbom.json,,no components
chaos@netroo_sbom.json,,no components
chaos@nfsroo_sbom.json,,no components
chaos@ngrm_sbom.json,,no components
chaos@nodedia_sbom.json,,no components
chaos@nph_sbom.json,,no components
chaos@pathwalk_sbom.json,,no components
chaos@rquota_sbom.json,,no components
chaos@scrub_sbom.json,,no components
chaos@slurm-spank-plugins_sbom.json,,no components
chrisknewman@tusas_sbom.json,,no components
cinemascience@cinema_band_sbom.json,,no components
cinemascience@cinema_components_sbom.json,,no components
cinemascience@cinema_debye_scherrer_sbom.json,,no components
cinemascience@cinema_explorer_sbom.json,,no components
cinemascience@cinema_sbom.json,,no components
cinemascience@cinema_view_sbom.json,,no components
cinemascience@cvlib_sbom.json,,no components
cinemascience@cvlibd_sbom.json,,no components
cisagov@ACID_sbom.json,,no components
cisagov@CSAF_sbom.json,,no components
cisagov@ConPCA_tes_sbom.json,,no components
cisagov@ESXiArgs-Recover_sbom.json,,no components
cisagov@Epsilon_sbom.json,,no components
cisagov@Excel2STIX_sbom.json,,no components
cisagov@FLAREclient-container_sbom.json,,no components
cisagov@GMU-CYSE-Capstone-2020-21_sbom.json,,no components
cisagov@ICSNPP_sbom.json,pkg:github/docker%3A/#takanabe/github-actions-automate-projects:v0.0.1,failed to parse purl into a package with error: purl is missing name
cisagov@Katalon_API_Projec_sbom.json,,no components
cisagov@PNT-Integrity-Toolk_sbom.json,,no components
cisagov@PNT-Integrity_sbom.json,,no components
cisagov@ScubaGear_sbom.json,pkg:github/docker%3A/#pandoc/core:3.5,failed to parse purl into a package with error: purl is missing name
cisagov@Sogu_sbom.json,,no components
cisagov@Sparrow_sbom.json,,no components
cisagov@aws_playground_sbom.json,,no components
cisagov@beyond-dev_sbom.json,,no components
cisagov@bod-18-01-celery_sbom.json,,no components
cisagov@bod-18-01-terraform_sbom.json,,no components
cisagov@build-debian-buster-am_sbom.json,,no components
cisagov@copy-old-es-database_sbom.json,,no components
cisagov@cset-analytics_sbom.json,,no components
cisagov@cset-bucket-terraform_sbom.json,,no components
cisagov@cset-tes_sbom.json,,no components
cisagov@cyhy-commander_sbom.json,,no components
cisagov@cyhy-core_sbom.json,,no components
cisagov@cyhy-mailer_sbom.json,,no components
cisagov@dmarc-import-lambda_sbom.json,,no components
cisagov@dns_aud_sbom.json,,no components
cisagov@docker-fedora33-ansible_sbom.json,,no components
cisagov@domain-manager_sbom.json,,no components
cisagov@dotgov-rf_sbom.json,,no components
cisagov@elastic-ips-terraform_sbom.json,,no components
cisagov@fargate-browserless-tf-module_sbom.json,,no components
cisagov@fargate-service-tf-module_sbom.json,,no components
cisagov@fast-terraform_sbom.json,,no components
cisagov@github-projects-burndown-char_sbom.json,,no components
cisagov@github_org_name_change_sbom.json,,no components
cisagov@icsnpp-bacne_sbom.json,,no components
cisagov@icsnpp-bsap-ip_sbom.json,,no components
cisagov@icsnpp-bsap-serial_sbom.json,,no components
cisagov@icsnpp-bsap_sbom.json,,no components
cisagov@icsnpp-dnp3_sbom.json,,no components
cisagov@icsnpp-enip_sbom.json,,no components
cisagov@icsnpp-etherca_sbom.json,,no components
cisagov@icsnpp-ge-srtp_sbom.json,,no components
cisagov@icsnpp-genisys_sbom.json,,no components
cisagov@icsnpp-hart-ip_sbom.json,,no components
cisagov@icsnpp-modbus_sbom.json,,no components
cisagov@icsnpp-opcua-binary_sbom.json,,no components
cisagov@icsnpp-profinet-io-cm_sbom.json,,no components
cisagov@icsnpp-s7comm_sbom.json,,no components
cisagov@inl-aws_sbom.json,,missing metadata.component.name
cisagov@ipa-client-security-group-tf-module_sbom.json,,no components
cisagov@lambda_functions_sbom.json,,no components
cisagov@laptop_sbom.json,,no components
cisagov@mesa-packer_sbom.json,,no components
cisagov@packages_sbom.json,,no components
cisagov@parsnip_sbom.json,,no components
cisagov@pca-core_sbom.json,,no components
cisagov@pca-reports_sbom.json,,no components
cisagov@pca-terraform_sbom.json,,no components
cisagov@pca-vm-impor_sbom.json,,no components
cisagov@pen-testing-findings_sbom.json,,no components
cisagov@performance-parser_sbom.json,,no components
cisagov@restore-es-database-from-snapsho_sbom.json,,no components
cisagov@rva-terraform_sbom.json,,no components
cisagov@scoping-validation-tool_sbom.json,,no components
cisagov@shareable-soar-workflows_sbom.json,,no components
cisagov@sslyze-lambda_sbom.json,,no components
cisagov@supplychaingame_sbom.json,,no components
cisagov@tic3.0_sbom.json,,no components
cisagov@trustymail-lambda_sbom.json,,no components
cisagov@vdp-in-fceb_sbom.json,,no components
cisagov@vdp-scanner-lambda_sbom.json,,no components
cisagov@vulnerabilities_sbom.json,,no components
cisagov@vulnerable-instances_sbom.json,,no components
cisagov@vulnrichmen_sbom.json,,no components
cisagov@wasrepor_sbom.json,,no components
cjohnson-LANL@labquake_future_prediction_sbom.json,,no components
clangupc@clang-upc_sbom.json,,no components
clangupc@upc2c_sbom.json,,no components
cliffbueno@EastCoas_sbom.json,,no components
cliffbueno@KO_by_taxa_sbom.json,,no components
cliffbueno@SF_microbe_methane_sbom.json,,no components
cloud-gov@cg-manifests_sbom.json,,no components
cmecmetrics@autodataman_sbom.json,,no components
cmecmetrics@cmec-driver_sbom.json,,no components
cmecmetrics@cmec-module-man_sbom.json,,no components
